timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
2018/09/11 11:42:57,234,Index Page Lazy Load,200,OK,Thread Group 1-53,text,true,,7469,763,20,20,233,0,0
2018/09/11 11:42:57,236,Index Page Lazy Load,200,OK,Thread Group 1-54,text,true,,7469,763,20,20,236,0,0
2018/09/11 11:42:56,1727,Login,200,OK,Thread Group 1-57,text,true,,66345,1698,20,20,930,0,620
2018/09/11 11:42:54,3858,Confirmation,200,OK,Thread Group 1-40,text,true,,165118,2734,20,20,1054,0,0
2018/09/11 11:42:57,1051,Logout,200,OK,Thread Group 1-42,text,true,,3857,739,20,20,1051,0,279
2018/09/11 11:42:58,186,Generate Daily report,200,OK,Thread Group 1-54,text,true,,11289,1082,19,19,186,0,0
2018/09/11 11:42:58,192,Generate Daily report,200,OK,Thread Group 1-53,text,true,,11281,1082,19,19,192,0,0
2018/09/11 11:42:57,440,Daily Attendance Input,200,OK,Thread Group 1-50,text,true,,7472,1069,19,19,440,0,282
2018/09/11 11:42:56,2348,Confirmation,200,OK,Thread Group 1-45,text,true,,165151,2734,19,19,815,0,0
2018/09/11 11:42:57,1350,Index Page,200,OK,Thread Group 1-55,text,true,,79564,334,19,19,372,0,0
2018/09/11 11:42:57,693,Generate Daily report,200,OK,Thread Group 1-51,text,true,,11289,1082,19,19,693,0,0
2018/09/11 11:42:56,1687,Login,200,OK,Thread Group 1-58,text,true,,66350,1698,19,19,899,0,607
2018/09/11 11:42:58,508,Logout,200,OK,Thread Group 1-44,text,true,,3856,739,19,19,508,0,330
2018/09/11 11:42:58,541,Logout,200,OK,Thread Group 1-43,text,true,,3857,739,19,19,541,0,364
2018/09/11 11:42:57,1721,Daily Attendance Start,200,OK,Thread Group 1-49,text,true,,104848,440,17,17,887,0,282
2018/09/11 11:42:57,1081,Index Page,200,OK,Thread Group 1-56,text,true,,79570,334,17,17,383,0,0
2018/09/11 11:42:58,453,Logout,200,OK,Thread Group 1-40,text,true,,3859,739,17,17,453,0,282
2018/09/11 11:42:58,157,Daily Attendance Input,200,OK,Thread Group 1-49,text,true,,7469,1069,16,16,157,0,0
2018/09/11 11:42:58,455,Logout,200,OK,Thread Group 1-45,text,true,,3859,739,16,16,455,0,283
2018/09/11 11:42:56,2086,Confirmation,200,OK,Thread Group 1-46,text,true,,165127,2734,15,15,833,0,0
2018/09/11 11:42:58,802,Index Page,200,OK,Thread Group 1-57,text,true,,79570,334,15,15,381,0,0
2018/09/11 11:42:57,1674,Login,200,OK,Thread Group 1-59,text,true,,66348,1698,15,15,888,0,603
2018/09/11 11:42:58,1249,Daily Attendance Start,200,OK,Thread Group 1-52,text,true,,104839,440,15,15,561,0,0
2018/09/11 11:42:58,824,Index Page,200,OK,Thread Group 1-58,text,true,,79579,334,15,15,406,0,0
2018/09/11 11:42:59,454,Logout,200,OK,Thread Group 1-46,text,true,,3853,739,15,15,454,0,282
2018/09/11 11:42:57,2067,Confirmation,200,OK,Thread Group 1-47,text,true,,165135,2734,14,14,813,0,0
2018/09/11 11:42:57,1710,Login,200,OK,Thread Group 1-60,text,true,,66349,1698,14,14,924,0,606
2018/09/11 11:42:58,1150,Load Initial Calendar,200,OK,Thread Group 1-55,text,true,,55358,1032,14,14,586,0,285
2018/09/11 11:42:58,1297,Daily Attendance Start,200,OK,Thread Group 1-53,text,true,,104855,440,14,14,609,0,0
2018/09/11 11:42:58,1318,Daily Attendance Start,200,OK,Thread Group 1-54,text,true,,104839,440,14,14,623,0,0
2018/09/11 11:42:58,1016,Load Initial Calendar,200,OK,Thread Group 1-56,text,true,,55366,1032,14,14,589,0,287
2018/09/11 11:42:59,440,Daily Attendance Input,200,OK,Thread Group 1-52,text,true,,7469,1069,14,14,440,0,284
2018/09/11 11:42:59,233,Index Page Lazy Load,200,OK,Thread Group 1-55,text,true,,7468,763,14,14,233,0,0
2018/09/11 11:42:59,798,Index Page,200,OK,Thread Group 1-59,text,true,,79577,334,14,14,382,0,0
2018/09/11 11:42:57,2085,Confirmation,200,OK,Thread Group 1-48,text,true,,165127,2734,14,14,837,0,0
2018/09/11 11:42:59,242,Index Page Lazy Load,200,OK,Thread Group 1-56,text,true,,7469,763,14,14,242,0,0
2018/09/11 11:42:59,1007,Load Initial Calendar,200,OK,Thread Group 1-57,text,true,,55366,1032,14,14,585,0,284
2018/09/11 11:42:59,457,Logout,200,OK,Thread Group 1-47,text,true,,3859,739,14,14,457,0,285
2018/09/11 11:42:59,436,Daily Attendance Input,200,OK,Thread Group 1-53,text,true,,7469,1069,13,13,436,0,280
2018/09/11 11:42:59,437,Daily Attendance Input,200,OK,Thread Group 1-54,text,true,,7469,1069,13,13,437,0,281
2018/09/11 11:42:59,199,Generate Daily report,200,OK,Thread Group 1-56,text,true,,11289,1082,13,13,199,0,0
2018/09/11 11:42:58,1670,Daily Attendance Start,200,OK,Thread Group 1-51,text,true,,104847,440,13,13,833,0,280
2018/09/11 11:42:59,338,Generate Daily report,200,OK,Thread Group 1-55,text,true,,11288,1082,13,13,338,0,0
2018/09/11 11:43:00,245,Index Page Lazy Load,200,OK,Thread Group 1-57,text,true,,7469,763,13,13,245,0,0
2018/09/11 11:43:00,162,Daily Attendance Input,200,OK,Thread Group 1-51,text,true,,7469,1069,13,13,161,0,0
2018/09/11 11:42:59,455,Logout,200,OK,Thread Group 1-48,text,true,,3858,739,13,13,455,0,284
2018/09/11 11:42:59,787,Index Page,200,OK,Thread Group 1-60,text,true,,79579,334,12,12,371,0,0
2018/09/11 11:42:59,1003,Load Initial Calendar,200,OK,Thread Group 1-58,text,true,,55358,1032,12,12,583,0,283
2018/09/11 11:42:58,1596,Confirmation,200,OK,Thread Group 1-49,text,true,,165135,2734,12,12,620,0,0
2018/09/11 11:43:00,198,Generate Daily report,200,OK,Thread Group 1-57,text,true,,11289,1082,12,12,198,0,0
2018/09/11 11:42:58,2148,Confirmation,200,OK,Thread Group 1-50,text,true,,165136,2734,12,12,898,0,0
2018/09/11 11:43:00,244,Index Page Lazy Load,200,OK,Thread Group 1-58,text,true,,7469,763,12,12,244,0,0
2018/09/11 11:43:00,199,Generate Daily report,200,OK,Thread Group 1-58,text,true,,11281,1082,12,12,199,0,0
2018/09/11 11:42:59,999,Load Initial Calendar,200,OK,Thread Group 1-59,text,true,,55366,1032,12,12,579,0,280
2018/09/11 11:43:00,456,Logout,200,OK,Thread Group 1-49,text,true,,3858,739,12,12,456,0,284
2018/09/11 11:43:00,455,Logout,200,OK,Thread Group 1-50,text,true,,3861,739,11,11,455,0,283
2018/09/11 11:43:00,233,Index Page Lazy Load,200,OK,Thread Group 1-59,text,true,,7469,763,10,10,233,0,0
2018/09/11 11:43:01,203,Generate Daily report,200,OK,Thread Group 1-59,text,true,,11288,1082,10,10,203,0,0
2018/09/11 11:43:00,1005,Load Initial Calendar,200,OK,Thread Group 1-60,text,true,,55366,1032,10,10,584,0,284
2018/09/11 11:43:00,1279,Daily Attendance Start,200,OK,Thread Group 1-56,text,true,,104847,440,10,10,573,0,0
2018/09/11 11:43:01,240,Index Page Lazy Load,200,OK,Thread Group 1-60,text,true,,7469,763,10,10,240,0,0
2018/09/11 11:43:00,1300,Daily Attendance Start,200,OK,Thread Group 1-57,text,true,,104847,440,10,10,599,0,0
2018/09/11 11:43:01,199,Generate Daily report,200,OK,Thread Group 1-60,text,true,,11288,1082,10,10,199,0,0
2018/09/11 11:42:59,2058,Confirmation,200,OK,Thread Group 1-52,text,true,,165134,2734,10,10,793,0,0
2018/09/11 11:43:01,436,Daily Attendance Input,200,OK,Thread Group 1-56,text,true,,7469,1069,10,10,436,0,281
2018/09/11 11:43:00,1704,Daily Attendance Start,200,OK,Thread Group 1-55,text,true,,104839,440,10,10,579,0,0
2018/09/11 11:43:00,1720,Confirmation,200,OK,Thread Group 1-51,text,true,,165151,2734,10,10,704,0,0
2018/09/11 11:43:00,1232,Daily Attendance Start,200,OK,Thread Group 1-58,text,true,,104847,440,10,10,530,0,0
2018/09/11 11:43:01,446,Daily Attendance Input,200,OK,Thread Group 1-57,text,true,,7469,1069,10,10,446,0,288
2018/09/11 11:43:00,2159,Confirmation,200,OK,Thread Group 1-53,text,true,,165143,2734,10,10,905,0,0
2018/09/11 11:43:00,2150,Confirmation,200,OK,Thread Group 1-54,text,true,,165135,2734,10,10,895,0,0
2018/09/11 11:43:01,454,Logout,200,OK,Thread Group 1-52,text,true,,3858,739,10,10,454,0,283
2018/09/11 11:43:01,444,Daily Attendance Input,200,OK,Thread Group 1-55,text,true,,7468,1069,9,9,443,0,286
2018/09/11 11:43:02,452,Logout,200,OK,Thread Group 1-51,text,true,,3858,739,9,9,452,0,280
2018/09/11 11:43:02,440,Daily Attendance Input,200,OK,Thread Group 1-58,text,true,,7469,1069,8,8,440,0,282
2018/09/11 11:43:01,1233,Daily Attendance Start,200,OK,Thread Group 1-59,text,true,,104855,440,8,8,535,0,0
2018/09/11 11:43:02,458,Logout,200,OK,Thread Group 1-53,text,true,,3859,739,8,8,458,0,284
2018/09/11 11:43:02,455,Logout,200,OK,Thread Group 1-54,text,true,,3859,739,7,7,455,0,285
2018/09/11 11:43:02,446,Daily Attendance Input,200,OK,Thread Group 1-59,text,true,,7469,1069,6,6,446,0,286
2018/09/11 11:43:01,1286,Daily Attendance Start,200,OK,Thread Group 1-60,text,true,,104855,440,6,6,582,0,0
2018/09/11 11:43:03,443,Daily Attendance Input,200,OK,Thread Group 1-60,text,true,,7469,1069,6,6,443,0,285
2018/09/11 11:43:01,2051,Confirmation,200,OK,Thread Group 1-56,text,true,,165143,2734,6,6,796,0,0
2018/09/11 11:43:02,2065,Confirmation,200,OK,Thread Group 1-57,text,true,,165127,2734,6,6,789,0,0
2018/09/11 11:43:03,454,Logout,200,OK,Thread Group 1-56,text,true,,3856,739,6,6,454,0,282
2018/09/11 11:43:02,2076,Confirmation,200,OK,Thread Group 1-55,text,true,,165151,2734,5,5,812,0,0
2018/09/11 11:43:02,2085,Confirmation,200,OK,Thread Group 1-58,text,true,,165151,2734,5,5,831,0,0
2018/09/11 11:43:04,457,Logout,200,OK,Thread Group 1-57,text,true,,3858,739,5,5,457,0,284
2018/09/11 11:43:04,457,Logout,200,OK,Thread Group 1-55,text,true,,3856,739,4,4,457,0,283
2018/09/11 11:43:03,2035,Confirmation,200,OK,Thread Group 1-59,text,true,,165143,2734,3,3,766,0,0
2018/09/11 11:43:04,462,Logout,200,OK,Thread Group 1-58,text,true,,3856,739,3,3,462,0,284
2018/09/11 11:43:05,456,Logout,200,OK,Thread Group 1-59,text,true,,3856,739,2,2,456,0,284
2018/09/11 11:43:03,2115,Confirmation,200,OK,Thread Group 1-60,text,true,,165151,2734,1,1,840,0,0
2018/09/11 11:43:05,456,Logout,200,OK,Thread Group 1-60,text,true,,3859,739,1,1,456,0,284
